CID;Nome do CID;Frequência;Significado Completo;Comorbidades Relacionadas
EH40.02;Dermatite psoriasiforme da área de fraldas;1;Erupção da área de fraldas caracterizada por eritema confluente com margens bem demarcadas e descamação na área de fraldas. É considerada um componente da dermatite seborreica infantil, cuja forma disseminada pode se iniciar na área de fraldas. Em alguns casos, no entanto, o mesmo quadro clínico pode evoluir para psoríase (psoríase da área de fraldas). O quadro clínico é essencialmente idêntico.;EA11 - Síndrome pápulo-purpúrica em 'luvas e meias' (1x) | ME62.9 - Escoriação cutânea aguda (1x) | ME63.2 - Dermatose papulosa crônica (1x)
EA11;Síndrome pápulo-purpúrica em 'luvas e meias';1;Esta dermatose acral aguda é caracterizada por uma erupção papular e frequentemente purpúrica intensamente pruriginosa que afeta mãos, punhos, pés e tornozelos. Ela é frequentemente acompanhada de inflamação e ulceração orais, astenia e febre. Afeta predominantemente adultos e foi associada a uma série de infecções virais, mais comumente ao parvovírus B19.;EH40.02 - Dermatite psoriasiforme da área de fraldas (1x) | ME62.9 - Escoriação cutânea aguda (1x) | ME63.2 - Dermatose papulosa crônica (1x)
FA39.8;Não encontrado;1;;EB70.9 - N/A (1x)
LK80.0A;Não encontrado;1;;BD10 - Insuficiência cardíaca congestiva (1x) | ND36 - Outros traumatismos envolvendo regiões múltiplas do corpo, não classificados em outra parte (1x) | MG30.2 - Dor crônica pós-operatória ou pós-traumática (1x)
NA03.9A;Não encontrado;1;;FB15.2 - N/A (1x) | 3B64.1 - Trombocitopenia adquirida (1x) | 2B68 - Neoplasias malignas das glândulas submandibulares ou sublinguais (1x)
NC56.5Z;Lesão do vaso sanguíneo do outro dedo da mão, não especificada;1;;4A85.01 - Hipersensibilidade renal induzida por droga (1x) | 5C78 - Sobrecarga de líquidos (1x)
CB02.10;Pneumonite eosinofílica aguda idiopática;1;Pneumonia (pneumonite) eosinofílica idiopática aguda é caracterizada por uma insuficiência respiratória febril aguda associada a infiltrados radiológicos difusos e eosinofilia no lavado broncoalveolar (LBA) na ausência de infecção. Os pacientes, inicialmente sadios e frequentemente jovens, apresentam-se com hipoxemia grave.;GB41 - Síndrome nefrótica (1x) | BA01 - Doença cardíaca hipertensiva (1x) | 5A21.Z - Hipoglicemia no contexto do diabetes mellitus, não especificado (1x)
DD50.2;Hérnia intra-abdominal;1;Uma hérnia que ocorre dentro do abdômen através de abertura coberta pelo peritônio.;NB90.Y - Lesão de outros vasos sanguíneos especificados ao nível do abdome, região lombar ou pelve (1x) | MD81.2 - Dor abdominal generalizada (1x)
XM4AG5;Meio de contraste de raios X, solúvel em água, nefrotrópico e de baixa osmolaridade;1;;XA9M17 - Vasos sanguíneos no nível inferior da perna (1x) | XM0N15 - Soluções que produzem diurese osmótica (1x)
XA9M17;Vasos sanguíneos no nível inferior da perna;1;;XM0N15 - Soluções que produzem diurese osmótica (1x) | XM4AG5 - Meio de contraste de raios X, solúvel em água, nefrotrópico e de baixa osmolaridade (1x)
NE88;Toxicidade por drogas associada a danos em cuidados médicos ou cirúrgicos, não classificada em outra parte;1;;FA32.3 - N/A (1x) | NA06.1 - Ferimento penetrante da órbita ocular com ou sem corpo estranho (1x) | 6C45 - Transtornos devidos ao uso de cocaína (1x)
6C45;Transtornos devidos ao uso de cocaína;1;"Transtornos decorrentes do uso de cocaína são caracterizados pelo padrão e pelas consequências do uso de cocaína. A cocaína é um composto encontrado em folhas da planta de coca, Erythroxylum coca, que é nativa de países do norte da América do Sul. A cocaína tem uso limitado no tratamento médico como um agente anestésico e vasoconstritor. É comumente usada ilicitamente, e amplamente disponível ao redor do mundo, onde é encontrado em duas formas principais: hidrocloreto de cocaína e base livre de cocaína (também conhecida como ""crack""). A cocaína é um estimulante do sistema nervoso central, e a intoxicação por cocaína inclui tipicamente um estado de euforia e hiperatividade. A cocaína tem potentes propriedades geradoras de dependência, e a dependência de cocaína é uma causa comum de morbidade e de apresentações clínicas. A abstinência de cocaína tem curso característico que inclui letargia e humor deprimido. Uma gama de transtornos mentais induzidos por cocaína é descrita.";FA32.3 - N/A (1x) | NA06.1 - Ferimento penetrante da órbita ocular com ou sem corpo estranho (1x) | NE88 - Toxicidade por drogas associada a danos em cuidados médicos ou cirúrgicos, não classificada em outra parte (1x)
FA32.3;Não encontrado;1;;NA06.1 - Ferimento penetrante da órbita ocular com ou sem corpo estranho (1x) | 6C45 - Transtornos devidos ao uso de cocaína (1x) | NE88 - Toxicidade por drogas associada a danos em cuidados médicos ou cirúrgicos, não classificada em outra parte (1x)
1C0F;Não encontrado;1;;
I48.5;Não encontrado;1;;BC81.30 - Fibrilação atrial paroxística (1x) | CA22.0 - Doença pulmonar obstrutiva crônica com exacerbação aguda, não especificada (1x) | QA02.8 - Observação por suspeita de alergia ou hipersensibilidade, descartada (1x)
FA31.3;Punho caído adquirido;1;;
BA60.1;Outra pericardite como complicação atual subsequente a infarto agudo do miocárdio;1;Inflamação do pericárdio que pode causar dor no peito, que ocorre tão precocemente quanto o primeiro dia e até 6 semanas após o infarto agudo do miocárdio. A dor da pericardite irradia para qualquer crista do trapézio. O infarto do miocárdio transmural é responsável pela inflamação pericárdica local. Atritos pericárdicos transitórios são relativamente comuns em pacientes com infarto transmural nas primeiras 48 horas. Uma pericardite fibrinosa aguda ocorre comumente após o infarto transmural, enquanto o risco de pericardite hemorrágica está aumentado por anticoagulação.;GB42 - Proteinúria ou albuminúria persistente (1x)
CB12.1;Não encontrado;1;;1B73.2 - Ectima gangrenoso (1x) | CB21.1 - Outro pneumotórax espontâneo (1x) | FB54.3 - Esporão calcâneo (1x)
NC95.50;Laceração da veia safena menor ao nível da perna;1;;
ME65.1;Prurido;1;"Sensação de prurido na pele. Para prurido persistente de causa desconhecida, o termo ""Prurido de causa desconhecida"" deve ser usado.";ED70.5 - Alopecia cicatricial (1x) | 5A61.0 - Hipopituitarismo (1x)
ED70.5;Alopecia cicatricial;1;Queda de cabelos em que há dano irreversível ao folículo piloso por inflamação, infecção, infiltração maligna ou trauma, resultando em destruição do folículo e cicatrização por fibrose. Regeneração não ocorre uma vez que o folículo é destruído.;ME65.1 - Prurido (1x) | 5A61.0 - Hipopituitarismo (1x)
2A81.0;Linfoma primário de grandes células B do mediastino;1;Linfoma não Hodgkin de grandes células B com origem no mediastino. Morfologicamente, é caracterizado por uma proliferação linfocítica difusa maciça associada a fibrose compartimentalizante.;MD11.2 - Respiração atáxica (1x)
BC80.20;Síndrome do nó sinusal;1;A síndrome da doença do nó sinusal pode ser definida como frequências sinusais inapropriadas (ou bradicardia em repouso ou incompetência cronotrópica) que podem estar associadas a episódios de taquicardia atrial.;MF95 - Mioglobinúria (1x) | NB90.7 - Lesão de múltiplos vasos sanguíneos ao nível do abdome, região lombar ou pelve (1x) | JA20.2 - Doença renal hipertensiva preexistente complicando a gravidez, o parto ou o puerpério (1x)
MF50.4;hematúria;1;Hematúria significa presença de sangue ou glóbulos vermelhos (GV) na urina. Existem dois tipos de hematúria: hematúria macroscópica (quando se pode ver o sangue na urina) e hematúria microscópica (quando o sangue na urina pode ser observado apenas com microscopia ou encontrado fazendo um teste de urina).;MF95 - Mioglobinúria (1x) | NB90.7 - Lesão de múltiplos vasos sanguíneos ao nível do abdome, região lombar ou pelve (1x) | JA20.2 - Doença renal hipertensiva preexistente complicando a gravidez, o parto ou o puerpério (1x)
BC44;Cardiomiopatia não compactada;1;"A cardiomiopatia não compactada é uma anormalidade morfológica do miocárdio que afeta predominantemente o ápice do ventrículo, caracterizada por hipertrabeculação e recessos intertrabeculares profundos, geralmente acompanhados por uma camada subepicárdica anormalmente fina de miocárdio compactado, que geralmente, mas nem sempre, está associada à disfunção ventricular. 

Informações adicionais. A cardiomiopatia não compactada envolve classicamente o ventrículo esquerdo, mas também pode envolver apenas o ventrículo direito ou ambos. Pode ocorrer como um achado isolado ou em associação com um fenótipo cardiomiopático dilatado, hipertrófico ou misto. Foi descrita em associação a cardiopatia congênita complexa, anomalias das artérias coronárias e como um achado isolado, com e sem anormalidades musculoesqueléticas e outras anormalidades sistêmicas.";MF95 - Mioglobinúria (1x) | NB90.7 - Lesão de múltiplos vasos sanguíneos ao nível do abdome, região lombar ou pelve (1x) | JA20.2 - Doença renal hipertensiva preexistente complicando a gravidez, o parto ou o puerpério (1x)
QA82;Problema associado à transferência física do paciente sem lesão ou dano;1;;VV61 - Funções relacionadas à força muscular (1x) | FA84.1 - Espondilolistese sem defeito na 'pars' (1x) | MG30.5 - Dor neuropática crônica (1x)
FA36.0;Derrame articular hemorrágico;1;;4A8Y - Condições alérgicas ou de hipersensibilidade de outro tipo especificado (1x)
4B20;Sarcoidose;1;Sarcoidose é um transtorno multissistêmico de causa desconhecida, caracterizada pela formação de granulomas imunes nos órgãos acometidos. Os pulmões e o sistema linfático são predominantemente envolvidos, mas virtualmente todo órgão pode se afetado. Outras manifestações graves resultam de localização cardíaca, neurológica, ocular, renal ou laríngea.;5A00.20 - Hipotireoidismo devido a medicamentos ou outras substâncias exógenas (1x) | DD91.2 - Diarreia funcional (1x)
AA42;Cerume impactado;1;Cerume impactado é a presença de cera aura oclusiva no conduto auditivo externo. A cera pode causar zumbido ou otalgia e a remoção pode ser necessária para permitir o exame otoscópico adequado e/ou aliviar sintomas.;AB70.2 - Otalgia (1x)
3B81.8;Torção do baço;1;Doença causada pelo desenvolvimento anormal dos ligamentos suspensores do baço. Essa doença é caracterizada pela torção do baço levando a infarto esplênico. Pode apresentar-se com dor abdominal. A confirmação é feita por métodos de imagem.;BA40.Y - Outra angina pectoris especificada (1x) | MB23.1 - Comportamento antissocial (1x) | 3B11.9 - N/A (1x)
8.21;Não encontrado;1;;BA40.Y - Outra angina pectoris especificada (1x) | MB23.1 - Comportamento antissocial (1x) | 3B11.9 - N/A (1x)
3B11.9;Não encontrado;1;;BA40.Y - Outra angina pectoris especificada (1x) | MB23.1 - Comportamento antissocial (1x) | 8.21 - N/A (1x)
FA33.4;Instabilidade crônica do joelho;1;;MC24.0 - N/A (1x)
MC24.0;Não encontrado;1;;FA33.4 - Instabilidade crônica do joelho (1x)
FB54.Z;Entesopatias dos membros inferiores, não especificadas;1;;ME01 - Distensão abdominal (1x)
5C78.0;Não encontrado;1;;1C19.1 - Doença dos legionários (1x)
GA34.20;Dor pélvica cíclica;1;Sintoma que afeta mulheres, causado por aspectos ginecológicos e fisiológicos associados ao ciclo menstrual, como dismenorreia ou mittelschmerz. Este sintoma é caracterizado por dor recorrente na pelve, parede abdominal anterior, parte inferior das costas ou nádegas, associada a um momento ou período de tempo específico.;MF34 - Sintoma ou queixa da gravidez (1x)
DA75.0;Não encontrado;1;;
QC45;História pessoal de doenças endócrinas, nutricionais ou metabólicas;1;;1B13.0 - Tuberculose miliar aguda de localização única e especificada (1x) | HA01.1 - Disfunção erétil do homem (1x) | BD10 - Insuficiência cardíaca congestiva (1x)
1B13.0;Tuberculose miliar aguda de localização única e especificada;1;Doença causada por uma infecção pela bactéria Mycobacterium tuberculosis que se espalha pelo corpo e afeta uma localização específica do corpo. Esta doença é caracterizada por numerosas pequenas lesões de 1 a 5 milímetro(s) em qualquer órgão, e febre. A transmissão ocorre comumente por inalação de secreções respiratórias infectadas. A confirmação é feita por radiografia, tomografia computadorizada, ultrassonografia e identificação de Mycobacterium tuberculosis, dependendo da localização afetada.;HA01.1 - Disfunção erétil do homem (1x) | BD10 - Insuficiência cardíaca congestiva (1x) | MD81 - Dor abdominal ou pélvica (1x)
CA08.3;Rinite vasomotora;1;Rinite vasomotora é uma forma de inflamação não alérgica da mucosa nasal que é caracterizada por congestão nasal e gotejamento faríngeo posterior. Gatilhos não alérgicos causam dilatação dos vasos sanguíneos no revestimento nasal, o que resulta em edema e drenagem.;CA08.0 - Rinite alérgica (1x) | 9A78.50 - Ceratocone (1x)
9A78.50;Ceratocone;1;Ceratocone é uma distrofia corneana não inflamatória, geralmente bilateral, caracterizada por protuberância em forma de cone progressiva e afinamento da córnea.;CA08.0 - Rinite alérgica (1x) | CA08.3 - Rinite vasomotora (1x)
CA08.0;Rinite alérgica;1;Rinite alérgica é uma inflamação de via aérea nasal desencadeada por alérgenos aos quais o indivíduo afetado foi previamente sensibilizado. A patogênese da rinite alérgica é uma reação alérgica tipo I na mucosa nasal. Antígenos inalados em contato com a mucosa nasal sensibilizada ligam-se a anticorpos IgE nos mastócitos, que liberam mediadores químicos como histamina e peptídeos de leucotrienos. Consequentemente, as terminações nervosas sensitivas e vasos sanguíneos reagem provocando espirros, coriza e obstrução nasal (fase de resposta imediata). Na fase de resposta tardia, vários mediadores químicos são produzidos pelos mastócitos, citocinas são produzidas por células Th2 e mastócitos, e quimiocinas são produzidas por células epiteliais, pelo endotélio vascular e pelos fibrócitos, respectivamente. Tais transmissores derivados dessas células efetivamente induzem a infiltração de vários tipos de células inflamatórias na mucosa nasal. Entre elas, os eosinófilos ativados são os principais responsáveis pelo edema e pela hiper-reatividade da mucosa.;9A78.50 - Ceratocone (1x) | CA08.3 - Rinite vasomotora (1x)
